provincia,nombre1,nombre2,poblacion,superficie,coords,altitud,link,id
Girona,Riells i Viabrea,,4153,"2706,33","(41.77641711,2.51241583)",486,https://www.aemet.es/es/eltiempo/prediccion/municipios/riells-i-viabrea-can-salva-id17146,17146
Girona,Ripoll,,10803,"7368,26","(42.20127351,2.19082613)",690,https://www.aemet.es/es/eltiempo/prediccion/municipios/ripoll-id17147,17147
Girona,Riudarenes,,2204,"4755,8764","(41.82053476,2.71770569)",83,https://www.aemet.es/es/eltiempo/prediccion/municipios/riudarenes-id17148,17148
Girona,Riudaura,,481,"2353,88","(42.18765181,2.40861328)",570,https://www.aemet.es/es/eltiempo/prediccion/municipios/riudaura-id17149,17149
Girona,Riudellots de la Selva,,2071,"1329,7","(41.89264159,2.80356829)",97,https://www.aemet.es/es/eltiempo/prediccion/municipios/riudellots-de-la-selva-id17150,17150
Girona,Riumors,,246,"636,1971","(42.22762077,3.04253588)",6,https://www.aemet.es/es/eltiempo/prediccion/municipios/riumors-id17151,17151
Girona,Roses,,19807,"4597,3228","(42.26182986,3.17830899)",4,https://www.aemet.es/es/eltiempo/prediccion/municipios/roses-id17152,17152
Girona,Rupià,,273,"538,68","(42.0207872,3.01059017)",64,https://www.aemet.es/es/eltiempo/prediccion/municipios/rupia-id17153,17153
Girona,Sales de Llierca,,159,"3582,11","(42.23567261,2.65000194)",261,https://www.aemet.es/es/eltiempo/prediccion/municipios/sales-de-llierca-id17154,17154
Girona,Salt,,32138,"661,44","(41.97437513,2.78141235)",86,https://www.aemet.es/es/eltiempo/prediccion/municipios/salt-id17155,17155
Girona,Sant Andreu Salou,,160,582,"(41.87385206,2.82513664)",130,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-andreu-salou-id17157,17157
Girona,Sant Climent Sescebes,,707,"2437,9727","(42.36874691,2.98034137)",82,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-climent-sescebes-id17158,17158
Girona,Sant Feliu de Buixalleu,,797,"6209,13","(41.79126137,2.58617731)",403,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-feliu-de-buixalleu-id17159,17159
Girona,Sant Feliu de Guíxols,,22097,"1592,2886","(41.78042564,3.02869534)",3,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-feliu-de-guixols-id17160,17160
Girona,Sant Feliu de Pallerols,,1437,"3383,94","(42.07575416,2.5075746)",472,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-feliu-de-pallerols-id17161,17161
Girona,Sant Ferriol,,236,"4232,04","(42.19781187,2.66894817)",361,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-ferriol-juinya-id17162,17162
Girona,Sant Gregori,,3928,"4892,55","(41.98945699,2.75678122)",100,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-gregori-id17163,17163
Girona,Sant Hilari Sacalm,,5703,8369,"(41.87892558,2.50849539)",798,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-hilari-sacalm-id17164,17164
Girona,Sant Jaume de Llierca,,871,"690,56","(42.21253782,2.60884075)",202,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-jaume-de-llierca-id17165,17165
Girona,Sant Jordi Desvalls,,760,"1186,61","(42.07213289,2.95375973)",58,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-jordi-desvalls-id17166,17166
Girona,Sant Joan de les Abadesses,,3224,"5372,08","(42.23260905,2.28626354)",772,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-joan-de-les-abadesses-id17167,17167
Girona,Sant Joan de Mollet,,498,"323,24","(42.045631,2.94284327)",53,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-joan-de-mollet-id17168,17168
Girona,Sant Julià de Ramis,,3576,"1834,8072","(42.02801672,2.85399914)",178,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-julia-de-ramis-id17169,17169
Girona,Vallfogona de Ripollès,,196,"3898,6","(42.19622566,2.30273378)",953,https://www.aemet.es/es/eltiempo/prediccion/municipios/vallfogona-de-ripolles-id17170,17170
Girona,Sant Llorenç de la Muga,,265,"3198,52","(42.32017708,2.79045415)",166,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-llorenc-de-la-muga-id17171,17171
Girona,Sant Martí de Llémena,,641,"4298,39","(42.03634793,2.64650349)",257,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-marti-de-llemena-id17172,17172
Girona,Sant Martí Vell,,251,"1729,32","(42.02011748,2.93006254)",70,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-marti-vell-id17173,17173
Girona,Sant Miquel de Campmajor,,229,"3364,36","(42.13599323,2.67919209)",223,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-miquel-de-campmajor-id17174,17174
Girona,Sant Miquel de Fluvià,,761,"355,5162","(42.17169838,2.99222659)",26,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-miquel-de-fluvia-id17175,17175
Girona,Sant Mori,,166,"738,9264","(42.15382969,2.99123574)",54,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-mori-id17176,17176
Girona,Sant Pau de Segúries,,688,"878,61","(42.26011148,2.36547744)",852,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-pau-de-seguries-id17177,17177
Girona,Sant Pere Pescador,,2090,"1830,1682","(42.18835879,3.08221872)",5,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-pere-pescador-id17178,17178
Girona,Santa Coloma de Farners,,13363,"7066,9949","(41.86351304,2.66311624)",139,https://www.aemet.es/es/eltiempo/prediccion/municipios/santa-coloma-de-farners-id17180,17180
Girona,Santa Cristina d'Aro,,5287,"6781,3","(41.81207685,2.996929218)",29,https://www.aemet.es/es/eltiempo/prediccion/municipios/santa-cristina-d-aro-id17181,17181
Girona,Santa Llogaia d'Àlguema,,368,"193,4156","(42.23353656,2.95253036)",43,https://www.aemet.es/es/eltiempo/prediccion/municipios/santa-llogaia-d-alguema-id17182,17182
Girona,Sant Aniol de Finestres,,345,"4850,13","(42.09012574,2.58690775)",409,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-aniol-de-finestres-sant-esteve-de-llemena-id17183,17183
Girona,Santa Pau,,1614,"4860,49","(42.14430747,2.57167076)",491,https://www.aemet.es/es/eltiempo/prediccion/municipios/santa-pau-id17184,17184
Girona,Sant Joan les Fonts,,3044,"3199,14","(42.21272222,2.50907002)",322,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-joan-les-fonts-id17185,17185
Girona,Sarrià de Ter,,5229,"425,62","(42.01555439,2.8239182)",66,https://www.aemet.es/es/eltiempo/prediccion/municipios/sarria-de-ter-id17186,17186
Girona,"Saus, Camallera i Llampaies",,856,"1143,88","(42.1218695,2.96318463)",86,https://www.aemet.es/es/eltiempo/prediccion/municipios/saus-camallera-i-llampaies-id17187,17187
Girona,La Selva de Mar,,195,"716,0415","(42.32440136,3.18694605)",48,https://www.aemet.es/es/eltiempo/prediccion/municipios/selva-de-mar-la-id17188,17188
Girona,La Cellera de Ter,,1950,"1465,49","(41.96910478,2.62127615)",160,https://www.aemet.es/es/eltiempo/prediccion/municipios/cellera-de-ter-la-id17189,17189
Girona,Serinyà,,1133,"1720,93","(42.16872452,2.74486464)",183,https://www.aemet.es/es/eltiempo/prediccion/municipios/serinya-id17190,17190
Girona,Serra de Daró,,222,"817,6483","(42.02854672,3.07250239)",14,https://www.aemet.es/es/eltiempo/prediccion/municipios/serra-de-daro-id17191,17191
Girona,Setcases,,170,"4893,1","(42.37552143,2.30115501)",1278,https://www.aemet.es/es/eltiempo/prediccion/municipios/setcases-id17192,17192
Girona,Sils,,6219,"3005,0865","(41.80574997,2.7427618)",73,https://www.aemet.es/es/eltiempo/prediccion/municipios/sils-id17193,17193
Girona,Susqueda,,93,"5079,4212","(42.01439887,2.547187277)",816,https://www.aemet.es/es/eltiempo/prediccion/municipios/susqueda-sant-marti-sacalm-id17194,17194
Girona,La Tallada d'Empordà,,454,"1676,17","(42.08000077,3.05609473)",18,https://www.aemet.es/es/eltiempo/prediccion/municipios/tallada-d-emporda-la-id17195,17195
Girona,Terrades,,338,"2097,6321","(42.31003454,2.83985987)",228,https://www.aemet.es/es/eltiempo/prediccion/municipios/terrades-id17196,17196
Girona,Torrent,,164,"786,4562","(41.95196888,3.12712171)",42,https://www.aemet.es/es/eltiempo/prediccion/municipios/torrent-id17197,17197
Girona,Torroella de Fluvià,,703,"1695,3779","(42.17350061,3.04525812)",10,https://www.aemet.es/es/eltiempo/prediccion/municipios/torroella-de-fluvia-id17198,17198
Girona,Torroella de Montgrí,,11836,"6610,6223","(42.04332513,3.12621596)",30,https://www.aemet.es/es/eltiempo/prediccion/municipios/torroella-de-montgri-id17199,17199
Girona,Tortellà,,818,"1101,18","(42.23298857,2.62980203)",277,https://www.aemet.es/es/eltiempo/prediccion/municipios/tortella-id17200,17200
Girona,Toses,,168,"5770,97","(42.32187763,2.01810371)",1446,https://www.aemet.es/es/eltiempo/prediccion/municipios/toses-id17201,17201
Girona,Tossa de Mar,,5818,"3843,4634","(41.721889,2.930461)",3,https://www.aemet.es/es/eltiempo/prediccion/municipios/tossa-de-mar-id17202,17202
Girona,Ultramort,,225,"442,01","(42.03626484,3.03462318)",29,https://www.aemet.es/es/eltiempo/prediccion/municipios/ultramort-id17203,17203
Girona,Ullà,,1177,"731,4487","(42.05177353,3.10834747)",24,https://www.aemet.es/es/eltiempo/prediccion/municipios/ulla-id17204,17204
Girona,Ullastret,,274,"1101,6333","(42.00043051,3.06867893)",48,https://www.aemet.es/es/eltiempo/prediccion/municipios/ullastret-id17205,17205
Girona,Urús,,196,"1757,3493","(42.34993433,1.85418301)",1264,https://www.aemet.es/es/eltiempo/prediccion/municipios/urus-id17206,17206
Girona,La Vall d'en Bas,,3093,"9063,89","(42.11759527,2.45692713)",450,https://www.aemet.es/es/eltiempo/prediccion/municipios/vall-d-en-bas-la-sant-esteve-d-en-bas-id17207,17207
Girona,La Vall de Bianya,,1275,"9368,81","(42.21095707,2.455821997)",359,https://www.aemet.es/es/eltiempo/prediccion/municipios/vall-de-bianya-la-hostalnou-de-bianya-l-id17208,17208
Girona,Vall-llobrega,,897,"543,0524","(41.88100367,3.12552187)",48,https://www.aemet.es/es/eltiempo/prediccion/municipios/vall-llobrega-id17209,17209
Girona,Ventalló,,846,"2544,72","(42.14922508,3.026674)",29,https://www.aemet.es/es/eltiempo/prediccion/municipios/ventallo-id17210,17210
Girona,Verges,,1169,"941,84","(42.06123563,3.04655402)",21,https://www.aemet.es/es/eltiempo/prediccion/municipios/verges-id17211,17211
Girona,Vidrà,,177,"3449,68","(42.12280149,2.30949153)",980,https://www.aemet.es/es/eltiempo/prediccion/municipios/vidra-id17212,17212
Girona,Vidreres,,7951,"4837,0861","(41.78894616,2.77909064)",91,https://www.aemet.es/es/eltiempo/prediccion/municipios/vidreres-id17213,17213
Girona,Vilabertran,,993,"230,3912","(42.28225082,2.97911727)",19,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilabertran-id17214,17214
Girona,Vilablareix,,3063,"614,21","(41.95680526,2.77323054)",115,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilablareix-id17215,17215
Girona,Viladasens,,206,"1552,85","(42.09586171,2.93031913)",92,https://www.aemet.es/es/eltiempo/prediccion/municipios/viladasens-id17216,17216
Girona,Viladamat,,458,"1136,7898","(42.13341557,3.07572059)",6,https://www.aemet.es/es/eltiempo/prediccion/municipios/viladamat-id17217,17217
Girona,Vilademuls,,835,"6221,61","(42.13869772,2.88677073)",124,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilademuls-id17218,17218
Girona,Viladrau,,1047,"5074,99","(41.84765935,2.3894192)",820,https://www.aemet.es/es/eltiempo/prediccion/municipios/viladrau-id17220,17220
Girona,Vilafant,,5421,"836,5871","(42.24703941,2.93786527)",54,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilafant-id17221,17221
Girona,Vilaür,,158,"582,8136","(42.14388685,2.95507642)",66,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilaur-id17222,17222
Girona,Vilajuïga,,1116,"1320,1275","(42.32521854,3.09319102)",32,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilajuiga-id17223,17223
Girona,Vilallonga de Ter,,398,6433,"(42.33152704,2.31170464)",1071,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilallonga-de-ter-id17224,17224
Girona,Vilamacolum,,377,"563,8851","(42.19495682,3.05850041)",6,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilamacolum-id17225,17225
Girona,Vilamalla,,1161,"874,4","(42.21863668,2.97049756)",40,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilamalla-id17226,17226
Girona,Vilamaniscle,,212,"532,9975","(42.37641067,3.06712685)",167,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilamaniscle-id17227,17227
Girona,Vilanant,,386,"1684,8652","(42.25489355,2.8892312)",98,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilanant-id17228,17228
Girona,Vila-sacra,,758,"605,3843","(42.26606644,3.01860299)",15,https://www.aemet.es/es/eltiempo/prediccion/municipios/vila-sacra-id17230,17230
Girona,Vilopriu,,204,"1675,17","(42.10430399,2.99213626)",76,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilopriu-id17232,17232
Girona,Vilobí d'Onyar,,3333,"3262,24","(41.88906405,2.74292397)",118,https://www.aemet.es/es/eltiempo/prediccion/municipios/vilobi-d-onyar-id17233,17233
Girona,Biure,,241,"1001,1464","(42.33764783,2.89499912)",77,https://www.aemet.es/es/eltiempo/prediccion/municipios/biure-id17234,17234
Girona,"Cruïlles, Monells i Sant Sadurní de l'Heura",,1270,"9965,4488","(41.95621822,2.99099519)",111,https://www.aemet.es/es/eltiempo/prediccion/municipios/cruilles-monells-i-sant-sadurni-de-l-heura-id17901,17901
Girona,Forallac,,1695,"5021,79","(41.96006964,3.05439621)",49,https://www.aemet.es/es/eltiempo/prediccion/municipios/forallac-vulpellac-id17902,17902
Girona,Sant Julià del Llor i Bonmatí,,1313,"966,14","(41.96825158,2.66875938)",130,https://www.aemet.es/es/eltiempo/prediccion/municipios/sant-julia-del-llor-i-bonmati-id17903,17903
Granada,Agrón,,260,"2700,46","(37.03037591,-3.83009744)",1059,https://www.aemet.es/es/eltiempo/prediccion/municipios/agron-id18001,18001
Granada,Alamedilla,,569,"9071,315","(37.58043998,-3.24475946)",861,https://www.aemet.es/es/eltiempo/prediccion/municipios/alamedilla-id18002,18002
Granada,Albolote,,18962,"7858,4091","(37.23090185,-3.65748033)",649,https://www.aemet.es/es/eltiempo/prediccion/municipios/albolote-id18003,18003
Granada,Albondón,,712,"3447,9792","(36.82729026,-3.21087374)",898,https://www.aemet.es/es/eltiempo/prediccion/municipios/albondon-id18004,18004
Granada,Albuñán,,409,"853,049","(37.22739368,-3.13273196)",1114,https://www.aemet.es/es/eltiempo/prediccion/municipios/albunan-id18005,18005
Granada,Albuñol,,7353,"6294,2333","(36.79129267,-3.20167375)",240,https://www.aemet.es/es/eltiempo/prediccion/municipios/albunol-id18006,18006
Granada,Albuñuelas,,802,"14004,6775","(36.92926956,-3.62953573)",734,https://www.aemet.es/es/eltiempo/prediccion/municipios/albunuelas-id18007,18007
Granada,Aldeire,,630,"7007,1146","(37.16037152,-3.07267592)",1274,https://www.aemet.es/es/eltiempo/prediccion/municipios/aldeire-id18010,18010
Granada,Alfacar,,5488,"1672,7588","(37.23688695,-3.57046354)",919,https://www.aemet.es/es/eltiempo/prediccion/municipios/alfacar-id18011,18011
Granada,Algarinejo,,2467,"9211,0411","(37.32575532,-4.15798102)",606,https://www.aemet.es/es/eltiempo/prediccion/municipios/algarinejo-id18012,18012
Granada,Alhama de Granada,,5867,"41960,17","(37.0037636,-3.98605626)",889,https://www.aemet.es/es/eltiempo/prediccion/municipios/alhama-de-granada-id18013,18013
Granada,Alhendín,,9509,"5055,73","(37.10823076,-3.64587295)",736,https://www.aemet.es/es/eltiempo/prediccion/municipios/alhendin-id18014,18014
Granada,Alicún de Ortega,,471,"2283,3264","(37.60839263,-3.13664857)",700,https://www.aemet.es/es/eltiempo/prediccion/municipios/alicun-de-ortega-id18015,18015
Granada,Almegíjar,,337,"2942,1362","(36.90261248,-3.30032661)",818,https://www.aemet.es/es/eltiempo/prediccion/municipios/almegijar-id18016,18016
Granada,Almuñécar,,25927,"8336,038","(36.73441423,-3.69091622)",22,https://www.aemet.es/es/eltiempo/prediccion/municipios/almunecar-id18017,18017
Granada,Alquife,,580,"1219,0171","(37.17960943,-3.11612282)",1195,https://www.aemet.es/es/eltiempo/prediccion/municipios/alquife-id18018,18018
Granada,Arenas del Rey,,653,"9280,61","(36.95781442,-3.89435636)",874,https://www.aemet.es/es/eltiempo/prediccion/municipios/arenas-del-rey-id18020,18020
Granada,Armilla,,24340,"431,03","(37.14031436,-3.62690297)",675,https://www.aemet.es/es/eltiempo/prediccion/municipios/armilla-id18021,18021
Granada,Atarfe,,18960,"4725,2015","(37.22271103,-3.6887337)",598,https://www.aemet.es/es/eltiempo/prediccion/municipios/atarfe-id18022,18022
Granada,Baza,,20430,"54538,9607","(37.49077779,-2.77485648)",843,https://www.aemet.es/es/eltiempo/prediccion/municipios/baza-id18023,18023
Granada,Beas de Granada,,980,"2319,9421","(37.21755854,-3.4815134)",1072,https://www.aemet.es/es/eltiempo/prediccion/municipios/beas-de-granada-id18024,18024
Granada,Beas de Guadix,,329,"1623,6905","(37.2809596,-3.2055964)",950,https://www.aemet.es/es/eltiempo/prediccion/municipios/beas-de-guadix-id18025,18025
Granada,Benalúa,,3310,"865,57","(37.35220557,-3.16508314)",867,https://www.aemet.es/es/eltiempo/prediccion/municipios/benalua-id18027,18027
Granada,Benalúa de las Villas,,1054,"2165,4558","(37.42820145,-3.68369321)",841,https://www.aemet.es/es/eltiempo/prediccion/municipios/benalua-de-las-villas-id18028,18028
Granada,Benamaurel,,2260,"12788,42","(37.60891437,-2.698784399)",723,https://www.aemet.es/es/eltiempo/prediccion/municipios/benamaurel-id18029,18029
Granada,Bérchules,,712,"6958,6438","(36.97540561,-3.19011463)",1319,https://www.aemet.es/es/eltiempo/prediccion/municipios/berchules-id18030,18030
Granada,Bubión,,298,"1486,3743","(36.94867092,-3.3573936)",1281,https://www.aemet.es/es/eltiempo/prediccion/municipios/bubion-id18032,18032
Granada,Busquístar,,279,"1803,2364","(36.93758369,-3.2949278)",1159,https://www.aemet.es/es/eltiempo/prediccion/municipios/busquistar-id18033,18033
Granada,Cacín,,568,"3960,57","(37.05876512,-3.91770899)",701,https://www.aemet.es/es/eltiempo/prediccion/municipios/cacin-id18034,18034
Granada,Cádiar,,1465,"4732,112","(36.94487044,-3.18084098)",920,https://www.aemet.es/es/eltiempo/prediccion/municipios/cadiar-id18035,18035
Granada,Cájar,,5205,"164,9126","(37.13433161,-3.57097669)",729,https://www.aemet.es/es/eltiempo/prediccion/municipios/cajar-id18036,18036
Granada,Calicasas,,638,"1124,9557","(37.27353143,-3.61846278)",768,https://www.aemet.es/es/eltiempo/prediccion/municipios/calicasas-id18037,18037
Granada,Campotéjar,,1229,"3582,02","(37.48233309,-3.6156536)",935,https://www.aemet.es/es/eltiempo/prediccion/municipios/campotejar-id18038,18038
Granada,Caniles,,4021,"21675,2325","(37.43694658,-2.72312271)",906,https://www.aemet.es/es/eltiempo/prediccion/municipios/caniles-id18039,18039
Granada,Cáñar,,377,"2634,5838","(36.92620013,-3.42776601)",1026,https://www.aemet.es/es/eltiempo/prediccion/municipios/canar-id18040,18040
Granada,Capileira,,563,"5689,5266","(36.96126531,-3.35991264)",1429,https://www.aemet.es/es/eltiempo/prediccion/municipios/capileira-id18042,18042
Granada,Carataunas,,201,"466,2187","(36.92332899,-3.40856209)",774,https://www.aemet.es/es/eltiempo/prediccion/municipios/carataunas-id18043,18043
Granada,Cástaras,,235,"2835,907","(36.93059265,-3.25417487)",1007,https://www.aemet.es/es/eltiempo/prediccion/municipios/castaras-id18044,18044
Granada,Castilléjar,,1321,"13132,49","(37.71495776,-2.64338292)",775,https://www.aemet.es/es/eltiempo/prediccion/municipios/castillejar-id18045,18045
Granada,Castril,,2020,"24325,5098","(37.79447243,-2.77929932)",904,https://www.aemet.es/es/eltiempo/prediccion/municipios/castril-id18046,18046
Granada,Cenes de la Vega,,8153,"648,8566","(37.15945749,-3.53735586)",747,https://www.aemet.es/es/eltiempo/prediccion/municipios/cenes-de-la-vega-id18047,18047
Granada,Cijuela,,3415,"1791,8531","(37.19984762,-3.81055129)",540,https://www.aemet.es/es/eltiempo/prediccion/municipios/cijuela-id18048,18048
Granada,Cogollos de Guadix,,642,"3025,681","(37.22498913,-3.16027745)",1136,https://www.aemet.es/es/eltiempo/prediccion/municipios/cogollos-de-guadix-id18049,18049
Granada,Cogollos de la Vega,,2007,"4987,0881","(37.27380305,-3.57526467)",999,https://www.aemet.es/es/eltiempo/prediccion/municipios/cogollos-de-la-vega-id18050,18050
Granada,Colomera,,1302,"11197,6682","(37.3742622,-3.71436522)",841,https://www.aemet.es/es/eltiempo/prediccion/municipios/colomera-id18051,18051
Granada,Cortes de Baza,,1844,"14055,668","(37.65604885,-2.771069)",700,https://www.aemet.es/es/eltiempo/prediccion/municipios/cortes-de-baza-id18053,18053
Granada,Cortes y Graena,,982,"2240,11","(37.30400297,-3.21870296)",974,https://www.aemet.es/es/eltiempo/prediccion/municipios/cortes-y-graena-id18054,18054
Granada,Cúllar,,4091,"42753,47","(37.58371761,-2.57596221)",892,https://www.aemet.es/es/eltiempo/prediccion/municipios/cullar-id18056,18056
Granada,Cúllar Vega,,7547,"426,52","(37.15344636,-3.67166338)",641,https://www.aemet.es/es/eltiempo/prediccion/municipios/cullar-vega-id18057,18057
Granada,Chauchina,,5552,"2121,11","(37.20165324,-3.77093889)",552,https://www.aemet.es/es/eltiempo/prediccion/municipios/chauchina-id18059,18059
Granada,Chimeneas,,1251,"9032,7779","(37.13262106,-3.8211484)",693,https://www.aemet.es/es/eltiempo/prediccion/municipios/chimeneas-id18061,18061
Granada,Churriana de la Vega,,15689,"656,67","(37.14885746,-3.64581291)",655,https://www.aemet.es/es/eltiempo/prediccion/municipios/churriana-de-la-vega-id18062,18062
Granada,Darro,,1634,"5034,74","(37.35059768,-3.29325661)",1120,https://www.aemet.es/es/eltiempo/prediccion/municipios/darro-id18063,18063
Granada,Dehesas de Guadix,,422,"5695,3285","(37.5910137,-3.10106009)",654,https://www.aemet.es/es/eltiempo/prediccion/municipios/dehesas-de-guadix-id18064,18064
Granada,Dehesas Viejas,,688,"1380,26","(37.47372263,-3.55222697)",1008,https://www.aemet.es/es/eltiempo/prediccion/municipios/dehesas-viejas-id18065,18065
Granada,Deifontes,,2600,"4048,3193","(37.32594516,-3.59424027)",737,https://www.aemet.es/es/eltiempo/prediccion/municipios/deifontes-id18066,18066
Granada,Diezma,,764,"4209,3828","(37.32111088,-3.33182232)",1228,https://www.aemet.es/es/eltiempo/prediccion/municipios/diezma-id18067,18067
Granada,Dílar,,2092,"7927,8026","(37.07448944,-3.60152074)",881,https://www.aemet.es/es/eltiempo/prediccion/municipios/dilar-id18068,18068
Granada,Dólar,,628,"7858,7325","(37.17930415,-2.99120971)",1210,https://www.aemet.es/es/eltiempo/prediccion/municipios/dolar-id18069,18069
Granada,Dúdar,,327,"836,7257","(37.18650891,-3.48276987)",812,https://www.aemet.es/es/eltiempo/prediccion/municipios/dudar-id18070,18070
Granada,Dúrcal,,7111,"7663,4218","(36.988117,-3.56634078)",788,https://www.aemet.es/es/eltiempo/prediccion/municipios/durcal-id18071,18071
Granada,Escúzar,,791,"4638,9416","(37.06231421,-3.76129307)",873,https://www.aemet.es/es/eltiempo/prediccion/municipios/escuzar-id18072,18072
Granada,Ferreira,,301,"4358,0636","(37.17247581,-3.03620132)",1269,https://www.aemet.es/es/eltiempo/prediccion/municipios/ferreira-id18074,18074
Granada,Fonelas,,978,"9644,14","(37.41328681,-3.17521628)",786,https://www.aemet.es/es/eltiempo/prediccion/municipios/fonelas-id18076,18076
Granada,Freila,,939,"7451,2789","(37.52882525,-2.90951304)",795,https://www.aemet.es/es/eltiempo/prediccion/municipios/freila-id18078,18078
Granada,Fuente Vaqueros,,4384,"1606,76","(37.21996834,-3.78484242)",544,https://www.aemet.es/es/eltiempo/prediccion/municipios/fuente-vaqueros-id18079,18079
Granada,Galera,,1071,"11828,96","(37.7433215,-2.55073185)",830,https://www.aemet.es/es/eltiempo/prediccion/municipios/galera-id18082,18082
Granada,Gobernador,,229,"2300,53","(37.47743928,-3.319995342)",1039,https://www.aemet.es/es/eltiempo/prediccion/municipios/gobernador-id18083,18083
Granada,Gójar,,5909,"1196,64","(37.10477183,-3.60605951)",791,https://www.aemet.es/es/eltiempo/prediccion/municipios/gojar-id18084,18084
Granada,Gor,,744,"18103,4811","(37.36926976,-2.9694879)",1239,https://www.aemet.es/es/eltiempo/prediccion/municipios/gor-id18085,18085
Granada,Gorafe,,383,"7704,7977","(37.47925162,-3.04440458)",854,https://www.aemet.es/es/eltiempo/prediccion/municipios/gorafe-id18086,18086
Granada,Granada,,233648,8811,"(37.17641932,-3.60001883)",684,https://www.aemet.es/es/eltiempo/prediccion/municipios/granada-id18087,18087
Granada,Guadahortuna,,1872,12124,"(37.55822516,-3.39966868)",969,https://www.aemet.es/es/eltiempo/prediccion/municipios/guadahortuna-id18088,18088
Granada,Guadix,,18436,"32419,61","(37.30161072,-3.13638082)",913,https://www.aemet.es/es/eltiempo/prediccion/municipios/guadix-id18089,18089
Granada,Gualchos,,5190,"3103,0094","(36.74323519,-3.39076872)",339,https://www.aemet.es/es/eltiempo/prediccion/municipios/gualchos-castell-de-ferro-id18093,18093
Granada,Güéjar Sierra,,2857,"23894,5301","(37.15955616,-3.43875396)",1087,https://www.aemet.es/es/eltiempo/prediccion/municipios/guejar-sierra-id18094,18094
Granada,Güevéjar,,2640,"974,9457","(37.25714434,-3.59731995)",877,https://www.aemet.es/es/eltiempo/prediccion/municipios/guevejar-id18095,18095
Granada,Huélago,,401,"3262,35","(37.41944952,-3.26048883)",911,https://www.aemet.es/es/eltiempo/prediccion/municipios/huelago-id18096,18096
Granada,Huéneja,,1170,"11674,1017","(37.17593942,-2.94839159)",1153,https://www.aemet.es/es/eltiempo/prediccion/municipios/hueneja-id18097,18097
Granada,Huéscar,,7195,"47343,65","(37.80977052,-2.54009537)",952,https://www.aemet.es/es/eltiempo/prediccion/municipios/huescar-id18098,18098
Granada,Huétor de Santillán,,1882,"9327,3009","(37.2184559,-3.51676416)",1024,https://www.aemet.es/es/eltiempo/prediccion/municipios/huetor-de-santillan-id18099,18099
Granada,Huétor Tájar,,10399,"3994,25","(37.19468512,-4.04716859)",485,https://www.aemet.es/es/eltiempo/prediccion/municipios/huetor-tajar-id18100,18100
Granada,Huétor Vega,,12035,"423,7674","(37.14461301,-3.57174084)",724,https://www.aemet.es/es/eltiempo/prediccion/municipios/huetor-vega-id18101,18101
Granada,Íllora,,10065,"19744,24","(37.28611488,-3.88172313)",740,https://www.aemet.es/es/eltiempo/prediccion/municipios/illora-id18102,18102
Granada,Ítrabo,,991,"1900,8875","(36.79956445,-3.63895096)",390,https://www.aemet.es/es/eltiempo/prediccion/municipios/itrabo-id18103,18103
Granada,Iznalloz,,5120,"24763,39","(37.39201995,-3.53095401)",804,https://www.aemet.es/es/eltiempo/prediccion/municipios/iznalloz-id18105,18105
Granada,Játar,,623,"986,85","(36.93541262,-3.909995)",966,https://www.aemet.es/es/eltiempo/prediccion/municipios/jatar-id18106,18106
Granada,Jayena,,1052,"7952,08","(36.94763567,-3.82352623)",900,https://www.aemet.es/es/eltiempo/prediccion/municipios/jayena-id18107,18107
